date,London,Durham,Halton,Hamilton,Ottawa,Waterloo,Windsor
2020-03-27,25.0,101.0,41.0,58.0,107.0,81.0,50.0
2020-03-26,24.0,87.0,36.0,50.0,80.0,68.0,50.0
2020-03-25,22.0,65.0,33.0,45.0,61.0,62.0,48.0
2020-03-24,20.0,56.0,32.0,41.0,53.0,58.0,36.0
2020-03-23,16.0,49.0,31.0,37.0,45.0,45.0,19.0
2020-03-22,15.0,38.0,28.0,32.0,36.0,36.0,16.0
2020-03-21,11.0,35.0,25.0,30.0,29.0,24.0,16.0
2020-03-20,11.0,28.0,22.0,26.0,25.0,17.0,9.0
2020-03-19,8.0,23.0,21.0,24.0,23.0,15.0,9.0
2020-03-18,4.0,17.0,21.0,23.0,22.0,15.0,7.0
2020-03-17,4.0,12.0,20.0,20.0,18.0,15.0,4.0
2020-03-16,3.0,11.0,15.0,17.0,13.0,13.0,2.0
2020-03-15,1.0,10.0,12.0,10.0,13.0,11.0,0.0
2020-03-14,1.0,10.0,11.0,8.0,9.0,11.0,0.0
2020-03-13,1.0,4.0,11.0,6.0,5.0,10.0,0.0
2020-03-12,1.0,2.0,5.0,1.0,4.0,9.0,0.0
2020-03-11,0.0,2.0,4.0,1.0,1.0,7.0,0.0
2020-03-10,0.0,2.0,1.0,1.0,1.0,3.0,0.0
2020-03-09,0.0,2.0,1.0,0.0,1.0,1.0,0.0
2020-03-08,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2020-03-07,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-06,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-05,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-04,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-03,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-03-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
